orden_compra,fecha_pedido,sku,cantidad,proveedor,fecha_promesa,fecha_recepcion,costo_unitario
OC-6303,2025-07-15,MP-0259,19,PROV-27,2025-07-28,2025-08-11,1924
OC-6059,2026-01-02,MP-0128,480,PROV-22,2026-01-10,2026-01-17,56497
OC-5261,2025-09-07,MP-0018,1649,PROV-07,2025-09-18,2025-10-09,91904
OC-6257,2024-09-09,MP-0215,11,PROV-11,2024-09-20,2024-09-28,8972
OC-5726,2025-10-22,MP-0064,251,PROV-06,2025-11-02,2025-11-08,35201
OC-5162,2024-07-31,MP-0012,1140,PROV-29,2024-08-14,2024-08-30,260365
OC-6255,2025-12-22,MP-0213,17,PROV-34,2026-01-07,2026-01-27,13735
OC-6278,2024-12-14,MP-0235,10,PROV-28,2024-12-20,2024-12-28,6681
OC-5299,2025-10-10,MP-0022,1143,PROV-07,2025-10-23,2025-11-03,173118
OC-6244,2025-07-29,MP-0202,17,PROV-29,2025-08-13,2025-08-18,2983
OC-6136,2025-04-06,MP-0141,209,PROV-32,2025-04-12,2025-04-19,20387
OC-5614,2025-12-28,MP-0044,392,PROV-06,2026-01-02,2026-01-04,64011
OC-6305,2024-07-27,MP-0261,39,PROV-33,2024-08-03,2024-08-13,4365
OC-5723,2025-12-03,MP-0064,187,PROV-06,2025-12-14,2025-12-19,35201
OC-5446,2026-03-13,MP-0032,1553,PROV-03,2026-03-25,2026-04-07,196328
OC-6003,2024-08-21,MP-0118,433,PROV-09,2024-08-26,2024-09-02,71465
OC-5733,2025-06-04,MP-0066,322,PROV-27,2025-06-16,2025-06-19,21206
OC-5111,2024-11-12,MP-0009,1953,PROV-10,2024-11-30,2024-12-23,256746
OC-6152,2025-08-07,MP-0145,386,PROV-30,2025-08-14,2025-08-18,22774
OC-6084,2025-06-04,MP-0132,193,PROV-09,2025-06-15,2025-07-05,32995
OC-6005,2026-05-22,MP-0118,435,PROV-09,2026-05-27,2026-06-03,71465
OC-5049,2026-05-26,MP-0004,1096,PROV-20,2026-06-07,2026-06-27,385136
OC-5988,2026-05-14,MP-0115,242,PROV-18,2026-05-23,2026-06-02,26639
OC-6194,2025-06-27,MP-0154,14,PROV-09,2025-07-13,2025-07-06,14258
OC-5839,2026-05-20,MP-0088,357,PROV-17,2026-05-25,2026-05-25,42952
OC-5628,2026-02-22,MP-0046,302,PROV-14,2026-03-10,2026-03-26,36673
OC-6320,2025-12-27,MP-0276,56,PROV-06,2026-01-03,2026-01-10,1815
OC-5518,2025-01-28,MP-0035,1498,PROV-34,2025-02-14,2025-03-13,391712
OC-5102,2026-03-30,MP-0009,1265,PROV-10,2026-04-17,2026-04-19,256746
OC-5734,2024-09-13,MP-0066,313,PROV-27,2024-09-25,2024-09-20,21206
OC-5468,2025-05-07,MP-0032,1789,PROV-03,2025-05-19,2025-05-17,196328
OC-5053,2024-09-01,MP-0005,1018,PROV-15,2024-09-15,2024-09-14,141286
OC-5696,2026-01-15,MP-0058,419,PROV-25,2026-01-21,,64400
OC-5766,2024-11-21,MP-0074,368,PROV-01,2024-11-27,2024-12-01,57757
OC-6054,2024-12-09,MP-0128,369,PROV-22,2024-12-17,2024-12-19,56497
OC-6351,2026-03-04,MP-0306,11,PROV-35,2026-03-19,2026-04-02,6945
OC-5997,2025-04-11,MP-0118,246,PROV-09,2025-04-16,2025-04-18,71465
OC-5679,2024-07-22,MP-0056,273,PROV-35,2024-07-29,2024-08-04,18750
OC-6024,2025-12-30,MP-0123,273,PROV-26,2026-01-14,,29806
OC-6221,2024-10-23,MP-0179,43,PROV-27,2024-11-07,2024-11-19,11205
OC-5504,2025-08-16,MP-0034,1586,PROV-03,2025-09-03,2025-09-04,318023
OC-5444,2025-07-01,MP-0031,599,PROV-17,2025-07-14,2025-07-29,324073
OC-5209,2025-07-08,MP-0016,879,PROV-30,2025-07-23,2025-08-14,142723
OC-6034,2025-09-05,MP-0125,366,PROV-12,2025-09-11,2025-09-16,76778
OC-5631,2024-08-26,MP-0047,376,PROV-34,2024-09-07,2024-09-18,60848
OC-5977,2025-08-27,MP-0113,102,PROV-11,2025-09-03,2025-09-11,60878
OC-5008,2025-11-10,MP-0001,523,PROV-02,2025-11-21,2025-12-10,299035
OC-5201,2025-08-27,MP-0015,746,PROV-03,2025-09-11,2025-09-27,151416
OC-5742,2025-09-21,MP-0068,123,PROV-24,2025-09-30,2025-10-12,33602
OC-5940,2024-10-26,MP-0103,580,PROV-09,2024-11-03,2024-11-15,50643
OC-5188,2024-10-09,MP-0014,1064,PROV-26,2024-10-18,2024-10-31,234603
OC-5543,2025-05-19,MP-0037,817,PROV-34,2025-06-01,,101283
OC-5904,2026-05-05,MP-0099,586,PROV-17,2026-05-11,,42946
OC-5671,2025-01-30,MP-0054,250,PROV-35,2025-02-05,2025-02-10,52942
OC-5199,2024-08-30,MP-0015,663,PROV-03,2024-09-14,2024-10-11,151416
OC-5602,2026-01-04,MP-0043,268,PROV-31,2026-01-15,2026-01-28,79081
OC-6141,2025-06-04,MP-0142,379,PROV-26,2025-06-18,2025-06-24,34292
OC-6165,2026-06-03,MP-0146,364,PROV-33,2026-06-09,2026-06-15,31220
OC-5634,2026-02-22,MP-0047,229,PROV-34,2026-03-06,2026-03-19,60848
OC-5030,2026-04-01,MP-0003,885,PROV-01,2026-04-15,2026-05-02,178655
OC-5656,2025-11-20,MP-0051,348,PROV-15,2025-12-04,2025-12-12,68499
OC-5724,2025-06-05,MP-0064,142,PROV-06,2025-06-16,2025-06-26,35201
OC-5023,2025-03-10,MP-0002,1970,PROV-02,2025-04-02,2025-05-08,98702
OC-5889,2026-03-01,MP-0096,224,PROV-29,2026-03-09,2026-03-18,51577
OC-6236,2024-09-24,MP-0194,62,PROV-08,2024-10-07,,7578
OC-5478,2024-11-23,MP-0033,1193,PROV-15,2024-12-09,2024-12-27,157770
OC-5066,2026-02-01,MP-0005,985,PROV-15,2026-02-15,2026-02-25,141286
OC-5490,2024-10-30,MP-0033,2103,PROV-15,2024-11-15,2024-12-08,157770
OC-5132,2025-03-03,MP-0010,1356,PROV-24,2025-03-23,2025-04-03,244981
OC-5413,2025-07-30,MP-0030,1703,PROV-27,2025-08-15,2025-09-01,284982
OC-5547,2025-09-21,MP-0037,650,PROV-34,2025-10-04,2025-10-17,101283
OC-6110,2026-01-26,MP-0137,375,PROV-09,2026-02-01,2026-02-10,39144
OC-6458,2024-12-19,MP-0407,3,PROV-02,2024-12-24,2024-12-29,11177
OC-5852,2024-07-19,MP-0089,316,PROV-14,2024-07-28,2024-08-02,56054
OC-6013,2026-03-07,MP-0121,472,PROV-16,2026-03-16,2026-03-19,50877
OC-5711,2025-07-03,MP-0060,181,PROV-25,2025-07-20,2025-07-25,33628
OC-5202,2024-10-27,MP-0015,913,PROV-03,2024-11-11,2024-11-29,151416
OC-5241,2025-01-03,MP-0018,1772,PROV-07,2025-01-14,2025-01-14,91904
OC-5082,2026-03-26,MP-0007,980,PROV-01,2026-04-12,2026-04-27,313781
OC-6269,2026-03-13,MP-0226,17,PROV-27,2026-03-21,2026-03-29,7832
OC-5415,2025-02-17,MP-0030,1314,PROV-27,2025-03-05,2025-03-14,284982
OC-5450,2025-01-20,MP-0032,2183,PROV-03,2025-02-01,2025-02-06,196328
OC-6452,2025-12-21,MP-0402,74,PROV-04,2025-12-28,2026-01-03,7198
OC-5412,2026-01-07,MP-0030,1513,PROV-27,2026-01-23,2026-01-29,284982
OC-6037,2025-02-07,MP-0125,343,PROV-12,2025-02-13,2025-02-19,76778
OC-6232,2024-07-19,MP-0190,50,PROV-30,2024-07-24,2024-07-27,8785
OC-5398,2024-07-27,MP-0029,1308,PROV-04,2024-08-10,2024-08-21,310652
OC-5360,2025-01-30,MP-0026,1111,PROV-28,2025-02-10,2025-02-12,393154
OC-6261,2026-03-08,MP-0218,92,PROV-07,2026-03-14,2026-03-22,10287
OC-6436,2025-11-09,MP-0387,107,PROV-22,2025-11-15,2025-11-15,10078
OC-5196,2025-08-31,MP-0014,1327,PROV-26,2025-09-09,2025-09-17,234603
OC-6356,2025-07-31,MP-0311,71,PROV-26,2025-08-08,2025-08-16,4693
OC-6178,2026-02-01,MP-0147,403,PROV-28,2026-02-11,2026-02-17,48242
OC-6287,2025-03-26,MP-0244,55,PROV-15,2025-04-11,2025-04-24,6572
OC-5207,2025-10-31,MP-0016,1142,PROV-30,2025-11-15,2025-11-12,142723
OC-5375,2025-12-03,MP-0027,520,PROV-27,2025-12-19,2025-12-27,179174
OC-5007,2025-08-07,MP-0001,632,PROV-02,2025-08-18,2025-09-07,299035
OC-5315,2024-11-16,MP-0023,2087,PROV-26,2024-12-02,2024-12-19,120113
OC-6106,2025-02-25,MP-0136,376,PROV-03,2025-03-13,2025-03-14,50144
OC-5989,2025-06-01,MP-0115,192,PROV-18,2025-06-10,2035-06-21,26639
OC-6286,2025-01-21,MP-0243,70,PROV-20,2025-01-29,2025-01-27,7117
OC-5787,2026-01-14,MP-0078,122,PROV-12,2026-02-01,2026-02-26,56933
OC-5692,2024-08-03,MP-0057,467,PROV-02,2024-08-11,2024-08-22,65040
OC-5936,2024-09-28,MP-0103,444,PROV-09,2024-10-06,2024-10-15,50643
OC-5816,2025-02-02,MP-0084,346,PROV-34,2025-02-09,2025-02-18,26907
OC-6268,2026-06-05,MP-0225,60,PROV-02,2026-06-10,2026-06-10,7878
OC-6151,2025-05-30,MP-0145,249,PROV-30,2025-06-06,2025-06-05,22774
OC-5847,2026-03-11,MP-0089,271,PROV-14,2026-03-20,2026-03-29,56054
OC-5026,2026-06-26,MP-0002,1362,PROV-02,2026-07-19,2026-08-14,98702
OC-5073,2025-10-21,MP-0006,734,PROV-08,2025-11-05,2025-11-11,142141
OC-5829,2025-08-05,MP-0087,301,PROV-23,2025-08-13,2025-08-14,77924
OC-5044,2025-12-12,MP-0004,895,PROV-20,2025-12-24,,385136
OC-6449,2025-01-23,MP-0399,56,PROV-15,2025-02-02,2025-02-06,5285
OC-6208,2026-03-12,MP-0167,78,PROV-33,2026-03-19,2026-03-30,13015
OC-5778,2025-01-18,MP-0076,186,PROV-11,2025-02-04,2025-02-08,29459
OC-5014,2025-07-04,MP-0002,2239,PROV-02,2025-07-27,2025-08-23,98702
OC-5025,2025-12-11,MP-0002,2444,PROV-02,2026-01-03,2026-02-01,98702
OC-5926,2025-11-15,MP-0101,248,PROV-16,2025-11-22,2025-12-02,70351
OC-5218,2024-08-20,MP-0017,1648,PROV-32,2024-09-11,2035-09-21,165823
OC-6370,2024-10-22,MP-0322,27,PROV-03,2024-11-01,2024-11-12,8687
OC-5844,2025-10-26,MP-0088,501,PROV-17,2025-10-31,2025-11-11,42952
OC-6373,2025-06-16,MP-0325,9,PROV-22,2025-06-30,2025-07-12,431
OC-5175,2025-10-19,MP-0013,864,PROV-06,2025-11-06,2025-11-16,361794
OC-6192,2025-12-31,MP-0152,69,PROV-09,2026-01-14,2026-01-25,10764
OC-5606,2026-05-18,MP-0044,354,PROV-06,2026-05-23,,64011
OC-5535,2025-12-28,MP-0036,413,PROV-32,2026-01-08,2026-01-09,339654
OC-5130,2025-01-08,MP-0010,1459,PROV-24,2025-01-28,2025-01-29,244981
OC-5394,2025-10-03,MP-0029,1283,PROV-04,2025-10-17,2025-10-24,310652
OC-6177,2024-08-15,MP-0147,306,PROV-28,2024-08-25,2024-09-06,48242
OC-6051,2024-12-11,MP-0127,277,PROV-19,2024-12-19,,17887
OC-6258,2025-11-17,MP-0216,94,PROV-16,2025-11-29,2025-12-03,12449
OC-5530,2024-09-06,MP-0035,2115,PROV-34,2024-09-23,2024-09-28,391712
OC-5804,2026-05-23,MP-0083,248,PROV-07,2026-05-29,2026-06-05,73001
OC-6348,2026-03-30,MP-0303,86,PROV-25,2026-04-09,2026-04-19,8849
OC-5338,2024-10-10,MP-0024,1291,PROV-31,2024-10-30,2024-11-08,223650
OC-5725,2024-12-13,MP-0064,189,PROV-06,2024-12-24,2024-12-24,35201
OC-5999,2024-07-31,MP-0118,463,PROV-09,2024-08-05,2024-08-11,71465
OC-6189,2024-11-22,MP-0150,134,PROV-21,2024-12-02,2024-12-10,40425
OC-6309,2025-11-12,MP-0265,5,PROV-29,2025-11-19,2025-11-21,8263
OC-6393,2025-08-24,MP-0345,73,PROV-31,2025-08-30,2025-09-08,14371
OC-6264,2025-06-07,MP-0221,109,PROV-14,2025-06-22,2025-07-01,3107
OC-5526,2025-11-24,MP-0035,1261,PROV-34,2025-12-11,2026-01-07,391712
OC-5623,2024-11-01,MP-0045,421,PROV-09,2024-11-07,2024-11-10,62696
OC-5404,2026-04-10,MP-0029,1306,PROV-04,2026-04-24,2026-05-04,310652
OC-5348,2025-08-02,MP-0024,1480,PROV-31,2025-08-22,2025-09-12,223650
OC-5295,2025-03-18,MP-0022,1394,PROV-07,2025-03-31,2025-04-06,173118
OC-5087,2024-10-31,MP-0007,510,PROV-01,2024-11-17,2035-12-08,313781
OC-6439,2025-09-05,MP-0389,69,PROV-17,2025-09-10,2025-09-14,2311
OC-5942,2024-09-18,MP-0104,258,PROV-06,2024-10-01,2024-10-06,71159
OC-5176,2025-08-30,MP-0013,899,PROV-06,2025-09-17,2025-09-29,361794
OC-6315,2025-01-12,MP-0271,80,PROV-18,2025-01-22,2025-01-19,6198
OC-5632,2025-04-21,MP-0047,326,PROV-34,2025-05-03,2025-05-16,60848
OC-5296,2026-02-17,MP-0022,1272,PROV-07,2026-03-02,2026-03-12,173118
OC-5974,2026-03-15,MP-0112,243,PROV-20,2026-03-26,2026-04-04,23398
OC-6157,2026-02-09,MP-0145,296,PROV-30,2026-02-16,2026-02-20,22774
OC-6012,2025-04-27,MP-0120,369,PROV-01,2025-05-11,2025-06-04,57256
OC-6288,2025-06-16,MP-0245,37,PROV-23,2025-06-27,2025-07-02,2815
OC-6433,2024-07-19,MP-0384,3,PROV-05,2024-08-02,,14848
OC-5876,2026-05-04,MP-0094,473,PROV-11,2026-05-16,2026-05-23,40900
OC-5137,2025-06-10,MP-0011,1108,PROV-17,2025-06-30,2025-08-04,356026
OC-5890,2026-01-25,MP-0096,279,PROV-29,2026-02-02,2026-02-05,51577
OC-5182,2025-08-06,MP-0014,1333,PROV-26,2025-08-15,2025-08-22,234603
OC-5208,2026-01-24,MP-0016,858,PROV-30,2026-02-08,2026-02-22,142723
OC-5703,2025-11-04,MP-0058,522,PROV-25,2025-11-10,2025-11-14,64400
OC-6385,2025-03-05,MP-0337,32,PROV-13,2025-03-10,2025-03-13,3350
OC-6007,2025-01-25,MP-0119,135,PROV-19,2025-02-04,2025-02-15,55990
OC-5089,2026-01-31,MP-0008,766,PROV-20,2026-02-20,2026-02-16,310890
OC-6190,2026-05-08,MP-0150,245,PROV-21,2026-05-18,2026-05-29,40425
OC-6323,2024-11-12,MP-0279,43,PROV-17,2024-11-26,2024-12-01,1287
OC-5443,2025-08-23,MP-0031,755,PROV-17,2025-09-05,2025-09-28,324073
OC-6248,2024-11-10,MP-0206,93,PROV-25,2024-11-23,2024-12-12,13367
OC-6222,2024-09-19,MP-0180,40,PROV-22,2024-10-02,2024-10-16,6718
OC-5514,2025-07-23,MP-0034,1406,PROV-03,2025-08-10,2025-08-27,318023
OC-5894,2025-11-09,MP-0097,140,PROV-30,2025-11-19,2025-11-27,56581
OC-5156,2025-07-15,MP-0012,773,PROV-29,2025-07-29,2025-08-15,260365
OC-5440,2025-04-12,MP-0031,506,PROV-17,2025-04-25,2025-05-12,324073
OC-5480,2026-05-06,MP-0033,2062,PROV-15,2026-05-22,2026-06-12,157770
OC-5565,2026-04-09,MP-0039,733,PROV-26,2026-04-28,2026-05-23,395252
OC-5508,2025-03-05,MP-0034,1801,PROV-03,2025-03-23,,318023
OC-6343,2024-10-05,MP-0298,60,PROV-26,2024-10-17,2024-11-09,3294
OC-5419,2024-12-29,MP-0030,1747,PROV-27,2025-01-14,2025-01-29,284982
OC-5637,2025-10-22,MP-0048,296,PROV-07,2025-10-30,2025-11-08,15566
OC-6437,2026-04-06,MP-0387,89,PROV-22,2026-04-12,2026-04-14,10078
OC-5874,2024-10-18,MP-0093,363,PROV-20,2024-10-25,2024-10-31,67888
OC-5987,2025-07-14,MP-0115,292,PROV-18,2025-07-23,2025-07-26,26639
OC-5823,2024-07-03,MP-0086,180,PROV-33,2024-07-18,2024-07-30,69618
OC-5868,2024-11-18,MP-0093,248,PROV-20,2024-11-25,2024-12-05,67888
OC-6239,2025-06-30,MP-0197,50,PROV-06,2025-07-07,2025-07-05,3935
OC-5502,2026-01-18,MP-0034,1843,PROV-03,2026-02-05,2026-02-18,318023
OC-6425,2024-07-21,MP-0376,77,PROV-32,2024-08-05,2024-08-23,4456
OC-5586,2025-11-20,MP-0040,1161,PROV-31,2025-12-07,2025-12-28,143609
OC-5328,2024-09-21,MP-0023,1244,PROV-26,2024-10-07,2024-10-17,120113
OC-5554,2024-10-12,MP-0038,686,PROV-32,2024-10-30,2024-11-10,307900
OC-5270,2025-09-01,MP-0020,743,PROV-29,2025-09-16,2025-10-04,248445
OC-5070,2025-09-03,MP-0005,1426,PROV-15,2025-09-17,2025-09-28,141286
OC-6316,2026-04-23,MP-0272,64,PROV-16,2026-04-30,2026-05-07,12300
OC-5277,2024-12-08,MP-0020,896,PROV-29,2024-12-23,2025-01-06,248445
OC-5452,2026-02-11,MP-0032,2174,PROV-03,2026-02-23,2026-02-25,196328
OC-5310,2026-01-31,MP-0022,1616,PROV-07,2026-02-13,2026-02-28,173118
OC-6369,2026-04-13,MP-0321,63,PROV-06,2026-04-24,2026-05-06,14487
OC-6254,2026-05-16,MP-0212,114,PROV-35,2026-05-26,2026-05-30,14895
OC-5592,2025-01-28,MP-0041,192,PROV-26,2025-02-06,,33775
OC-5113,2025-09-03,MP-0009,1992,PROV-10,2025-09-21,2025-10-21,256746
OC-5107,2025-09-30,MP-0009,1829,PROV-10,2025-10-18,2025-11-07,256746
OC-5238,2025-07-18,MP-0017,1481,PROV-32,2025-08-09,2025-09-01,165823
OC-5510,2024-11-19,MP-0034,1327,PROV-03,2024-12-07,2024-12-13,318023
OC-6251,2025-10-20,MP-0209,3,PROV-02,2025-10-29,2025-11-09,5569
OC-6209,2024-09-25,MP-0168,35,PROV-27,2024-10-05,2024-10-21,2412
OC-5891,2026-02-20,MP-0097,139,PROV-30,2026-03-02,2026-03-05,56581
OC-5718,2026-03-10,MP-0062,197,PROV-08,2026-03-23,2026-03-28,42841
OC-5992,2025-05-25,MP-0117,211,PROV-27,2025-06-04,,19690
OC-5616,2026-05-22,MP-0044,311,PROV-06,2026-05-27,2026-06-04,64011
OC-5748,2025-01-21,MP-0069,460,PROV-16,2025-02-02,2025-02-20,44153
OC-6090,2025-08-26,MP-0133,255,PROV-01,2025-09-04,2025-09-08,24738
OC-5250,2026-05-30,MP-0018,1063,PROV-07,2026-06-10,2026-06-16,91904
OC-6097,2024-09-15,MP-0135,299,PROV-01,2024-09-20,2024-09-27,25279
OC-5749,2025-06-12,MP-0069,403,PROV-16,2025-06-24,2025-07-14,44153
OC-5968,2024-11-08,MP-0110,182,PROV-26,2024-11-16,2024-11-22,70066
OC-5101,2025-05-19,MP-0009,2049,PROV-10,2025-06-06,2025-06-19,256746
OC-5386,2025-05-18,MP-0028,747,PROV-06,2025-06-06,2025-06-26,367530
OC-5075,2025-07-30,MP-0006,477,PROV-08,2025-08-14,2025-08-22,142141
OC-5251,2025-05-14,MP-0018,1180,PROV-07,2025-05-25,2025-06-26,91904
OC-5573,2025-12-30,MP-0040,1060,PROV-31,2026-01-16,2026-01-17,143609
OC-5835,2025-11-18,MP-0088,375,PROV-17,2025-11-23,2025-11-27,42952
OC-6376,2026-03-25,MP-0328,35,PROV-26,2026-04-05,2026-04-17,11117
OC-5509,2026-06-06,MP-0034,1244,PROV-03,2026-06-24,2026-07-03,318023
OC-5097,2024-09-19,MP-0009,1233,PROV-10,2024-10-07,2024-10-30,256746
OC-6195,2024-08-25,MP-0155,54,PROV-09,2024-09-02,2024-08-30,14126
OC-6102,2025-08-27,MP-0135,421,PROV-01,2025-09-01,2025-09-03,25279
OC-5888,2025-03-14,MP-0096,167,PROV-29,2025-03-22,2025-04-03,51577
OC-5624,2024-11-21,MP-0045,410,PROV-09,2024-11-27,2024-12-02,62696
OC-5702,2026-01-14,MP-0058,457,PROV-25,2026-01-20,2026-01-25,64400
OC-5179,2025-12-22,MP-0014,1369,PROV-26,2025-12-31,2026-01-05,234603
OC-5146,2025-05-12,MP-0011,2027,PROV-17,2025-06-01,2025-06-23,356026
OC-6394,2025-03-04,MP-0345,93,PROV-31,2025-03-10,2025-03-18,14371
OC-6148,2025-11-18,MP-0144,137,PROV-02,2025-11-28,2025-12-04,49362
OC-5214,2025-11-01,MP-0016,1057,PROV-30,2025-11-16,2025-12-07,142723
OC-6021,2025-11-02,MP-0121,465,PROV-16,2025-11-11,2025-11-18,50877
OC-5955,2024-08-26,MP-0107,182,PROV-07,2024-09-09,2024-09-25,69513
OC-6279,2026-06-14,MP-0236,49,PROV-01,2026-06-24,2026-07-06,12660
OC-5913,2025-07-14,MP-0099,341,PROV-17,2025-07-20,2025-07-22,42946
OC-5883,2026-05-16,MP-0095,230,PROV-08,2026-05-24,2026-05-25,49436
OC-5280,2024-09-18,MP-0021,955,PROV-03,2024-10-01,2024-10-21,188399
OC-6047,2025-07-23,MP-0127,284,PROV-19,2025-07-31,2025-08-06,17887
OC-5629,2025-11-28,MP-0046,409,PROV-14,2025-12-14,2025-12-26,36673
OC-6294,2025-10-26,MP-0251,45,PROV-29,2025-11-05,2025-11-12,11276
OC-5840,2024-10-28,MP-0088,439,PROV-17,2024-11-02,2024-11-03,42952
OC-5150,2024-10-12,MP-0012,809,PROV-29,2024-10-26,2024-11-09,260365
OC-5866,2025-01-18,MP-0092,316,PROV-11,2025-01-29,2025-02-05,22184
OC-5960,2024-07-13,MP-0109,327,PROV-19,2024-07-24,2024-07-24,60010
OC-6451,2024-09-26,MP-0401,73,PROV-18,2024-10-07,2024-10-18,2358
OC-5810,2025-06-03,MP-0084,435,PROV-34,2025-06-10,2025-06-18,26907
OC-5828,2024-07-03,MP-0087,468,PROV-23,2024-07-11,2024-07-14,77924
OC-5090,2025-06-11,MP-0008,705,PROV-20,2025-07-01,2025-07-29,310890
OC-5459,2025-06-02,MP-0032,1717,PROV-03,2025-06-14,2025-06-18,196328
OC-6328,2026-04-29,MP-0284,31,PROV-06,2026-05-08,2026-05-23,4906
OC-6010,2025-01-11,MP-0120,376,PROV-01,2025-01-25,2025-02-11,57256
OC-5488,2025-07-14,MP-0033,2190,PROV-15,2025-07-30,2025-08-11,157770
OC-5166,2026-06-03,MP-0013,1488,PROV-06,2026-06-21,2026-07-14,361794
OC-5873,2025-08-27,MP-0093,202,PROV-20,2025-09-03,2025-09-08,67888
OC-6427,2026-03-13,MP-0378,86,PROV-15,2026-03-21,2026-03-29,6961
OC-6300,2026-05-28,MP-0256,66,PROV-29,2026-06-02,2026-06-03,1070
OC-6282,2025-04-17,MP-0239,77,PROV-13,2025-05-02,2025-05-09,10488
OC-6069,2025-07-04,MP-0130,257,PROV-11,2025-07-14,,74019
OC-5916,2025-10-19,MP-0100,281,PROV-10,2025-10-27,2025-11-04,61699
OC-6293,2025-02-14,MP-0250,16,PROV-02,2025-03-01,2025-03-12,12978
OC-6415,2026-04-04,MP-0366,83,PROV-19,2026-04-16,2026-05-01,8061
OC-5962,2025-08-26,MP-0109,257,PROV-19,2025-09-06,2025-09-14,60010
OC-5171,2026-04-20,MP-0013,793,PROV-06,2026-05-08,2026-05-19,361794
OC-5104,2024-12-30,MP-0009,1989,PROV-10,2025-01-17,,256746
OC-5414,2026-03-13,MP-0030,2545,PROV-27,2026-03-29,2026-04-15,284982
OC-6311,2024-12-31,MP-0267,12,PROV-10,2025-01-11,2025-01-09,7722
OC-5533,2025-02-12,MP-0036,398,PROV-32,2025-02-23,2025-03-09,339654
OC-6274,2025-12-04,MP-0231,37,PROV-08,2025-12-18,2025-12-25,13541
OC-6381,2025-02-03,MP-0333,36,PROV-21,2025-02-10,2025-02-12,13687
OC-5549,2025-06-08,MP-0037,550,PROV-34,2025-06-21,2025-07-07,101283
OC-6313,2025-05-15,MP-0269,34,PROV-12,2025-05-21,2025-06-03,2974
OC-6064,2026-03-01,MP-0129,418,PROV-18,2026-03-13,2026-04-05,38308
OC-5664,2025-09-14,MP-0053,214,PROV-21,2025-09-26,2025-09-30,21843
OC-5923,2026-05-27,MP-0101,213,PROV-16,2026-06-03,,70351
OC-5741,2024-10-31,MP-0068,156,PROV-24,2024-11-09,2024-11-20,33602
OC-5353,2024-10-12,MP-0025,720,PROV-24,2024-10-31,2024-11-14,216530
OC-5274,2026-04-13,MP-0020,630,PROV-29,2026-04-28,2026-04-29,248445
OC-5918,2025-04-11,MP-0100,203,PROV-10,2025-04-19,2025-04-26,61699
OC-6217,2025-10-08,MP-0176,101,PROV-23,2025-10-13,2025-10-22,579
OC-5462,2025-03-14,MP-0032,1550,PROV-03,2025-03-26,2025-03-25,196328
OC-5975,2025-07-20,MP-0112,243,PROV-20,2025-07-31,2025-08-21,23398
OC-5984,2026-04-21,MP-0114,248,PROV-10,2026-04-28,2026-05-07,34343
OC-5743,2025-09-13,MP-0068,128,PROV-24,2025-09-22,2025-09-30,33602
OC-5390,2024-08-04,MP-0028,547,PROV-06,2024-08-23,2024-09-21,367530
OC-5457,2026-06-23,MP-0032,2146,PROV-03,2026-07-05,2026-07-13,196328
OC-5290,2025-04-06,MP-0021,1066,PROV-03,2025-04-19,2025-04-27,188399
OC-6407,2025-07-13,MP-0358,63,PROV-03,2025-07-26,2025-08-07,10081
OC-6426,2024-12-23,MP-0377,45,PROV-01,2025-01-04,2025-01-17,5853
OC-5575,2024-10-01,MP-0040,1791,PROV-31,2024-10-18,2024-10-14,143609
OC-5753,2025-09-08,MP-0070,255,PROV-16,2025-09-17,2025-10-02,57954
OC-5842,2025-03-18,MP-0088,283,PROV-17,2025-03-23,,42952
OC-6317,2026-02-06,MP-0273,2,PROV-24,2026-02-14,2026-02-15,9058
OC-5933,2024-09-02,MP-0103,350,PROV-09,2024-09-10,2024-09-24,50643
OC-5065,2025-07-21,MP-0005,1357,PROV-15,2025-08-04,2025-08-06,141286
OC-6374,2026-01-26,MP-0326,60,PROV-23,2026-02-02,2026-02-13,913
OC-5765,2024-08-02,MP-0074,338,PROV-01,2024-08-08,2024-08-11,57757
OC-6154,2025-04-16,MP-0145,451,PROV-30,2025-04-23,2025-04-26,22774
OC-6384,2025-02-20,MP-0336,28,PROV-09,2025-03-02,2025-03-20,10058
OC-5233,2024-08-28,MP-0017,1404,PROV-32,2024-09-19,2024-09-29,165823
OC-5760,2026-06-04,MP-0072,155,PROV-09,2026-06-17,2026-07-07,15680
OC-5342,2025-08-20,MP-0024,1974,PROV-31,2025-09-09,2025-09-10,223650
OC-5931,2024-10-01,MP-0102,257,PROV-34,2024-10-10,2024-10-20,15942
OC-6339,2025-05-23,MP-0294,3,PROV-26,2025-05-30,2025-06-03,3954
OC-5593,2024-10-21,MP-0041,252,PROV-26,2024-10-30,2024-11-14,33775
OC-6338,2025-07-05,MP-0293,31,PROV-08,2025-07-16,2025-07-27,8453
OC-5434,2024-09-27,MP-0030,1842,PROV-27,2024-10-13,2024-10-15,284982
OC-5801,2025-09-15,MP-0082,128,PROV-14,2025-09-22,2025-09-25,23972
OC-5477,2024-07-14,MP-0033,2272,PROV-15,2024-07-30,2024-08-14,157770
OC-5690,2025-02-16,MP-0057,557,PROV-02,2025-02-24,2025-02-28,65040
OC-5721,2024-09-18,MP-0063,154,PROV-34,2024-09-30,2024-10-23,30966
OC-5083,2025-09-29,MP-0007,843,PROV-01,2025-10-16,,313781
